,Name,Genre,AE_Mean,AE_Std,RMS_Mean,RMS_Std,ZCR_Mean,ZCR_Std,BER_Mean,BER_Std,SC_Mean,SC_Std,BW_Mean,BW_Std,MFCC0_Mean,MFCC0_Std,MFCC1_Mean,MFCC1_Std,MFCC2_Mean,MFCC2_Std,MFCC3_Mean,MFCC3_Std,MFCC4_Mean,MFCC4_Std,MFCC5_Mean,MFCC5_Std,MFCC6_Mean,MFCC6_Std,MFCC7_Mean,MFCC7_Std,MFCC8_Mean,MFCC8_Std,MFCC9_Mean,MFCC9_Std,MFCC10_Mean,MFCC10_Std,MFCC11_Mean,MFCC11_Std,MFCC12_Mean,MFCC12_Std
519,03 Kilby Girl.mp4,rock,0.52078485,0.17458576,0.20202883,0.07288677,0.056653464568832176,0.0282727397888805,144.23315,401.0575,1492.1810778535958,526.5815682817769,1937.2152719184921,452.4119945250259,-97.358376,53.073536,121.64967,27.928537,-7.5522375,17.3638,43.183685,14.188434,13.228948,12.512709,12.883242,11.70492,2.4305856,10.027891,13.643567,10.007756,-6.227336,10.625059,7.2584205,9.603543,-9.703886,7.748307,5.641471,10.9732895,-5.764544,8.122377
520,03 Enemy (with JID) - from the series Arcane League of Legends.mp4,rock,0.58047974,0.23724163,0.21740215,0.117191486,0.10756688660092807,0.077691251090662,152.62784,751.20154,2271.1724243869917,974.121410866737,2345.4268209800075,464.0816255673221,-55.511486,69.33126,89.24476,35.83985,-1.9621342,25.461008,29.817234,21.72607,1.7400708,17.19432,13.751353,14.028017,-8.734713,13.761393,10.898399,10.263005,-10.342114,11.912637,7.894309,10.834684,-6.362236,10.287271,3.9180012,11.135803,-7.9815207,8.977915
521,03 Island In The Sun.mp4,rock,0.47216496,0.1117864,0.18625358,0.04892096,0.08809228175754061,0.03638337541354087,21.79592,33.840534,2224.9667323998774,624.2924929623082,2397.7073722861496,409.94874255659016,-49.11932,52.79698,92.26245,25.37783,-9.1816635,13.211786,36.61962,8.975006,3.3764834,12.456735,14.405355,7.468062,-4.132987,7.1609764,14.750843,7.084168,-5.6115937,7.5240192,11.391244,6.854295,-6.2116346,6.5756063,10.332454,5.3719444,-2.1803596,6.100766
522,03 Last Night Lonely.mp4,rock,0.7225946,0.17561248,0.25761467,0.09568192,0.13333816705336426,0.05108784487602923,8.844226,12.851272,2551.084013913859,572.2179906986313,2437.126523674219,296.6382883528877,-9.377358,48.391804,73.552025,22.0625,-13.265358,14.853889,40.272602,14.586869,-4.2959046,11.561588,13.621704,9.511187,-3.6824768,9.323116,11.009104,9.4801655,-3.2897673,9.406641,9.684874,8.78498,-6.3660393,10.6035595,9.805205,7.6690135,-7.5200615,10.208143
523,03 Daddy Issues.mp4,rock,0.57760257,0.14311641,0.25978753,0.076830626,0.034503697795823664,0.033376701472703996,1245.4434,3529.0703,1154.8545251604162,714.1690989962523,1686.917612904277,589.2612352818525,-136.53598,66.37977,128.51915,42.41073,3.5102105,23.907557,51.584507,20.46691,8.800419,19.698975,15.086709,17.444479,7.753287,14.720358,12.717195,10.365385,3.9240808,10.475681,8.63726,9.916359,5.8459644,9.92887,6.114007,8.7238865,-2.3931224,7.4515734
524,03 Electric Love.mp4,rock,0.5074215,0.23696098,0.18814944,0.10721537,0.06988048627223511,0.03739964388684227,236.18378,1344.82,1706.7459408553989,607.8976632832449,2106.205286913161,451.674274336158,-87.41101,79.28537,114.94466,23.971533,-9.33764,15.467582,26.713772,13.985898,7.0303783,12.971493,17.886856,9.704462,-2.5161326,8.040132,11.219298,8.472761,3.0535817,8.514794,9.092582,6.7802334,3.971996,9.492519,6.0183077,6.7313013,-6.761844,6.060331
525,03 I Write Sins Not Tragedies.mp4,rock,0.906866,0.12827805,0.34704572,0.0974235,0.12923856825212685,0.03466902207529366,10.371614,14.042765,2633.8737630805504,424.63029087439213,2555.4704528434595,240.77851261683946,43.723934,20.825994,77.137184,16.731739,-12.352474,10.6350355,34.150505,8.760608,-2.2048235,8.3168955,11.664024,7.480113,-8.747891,8.097053,6.8909507,6.7041163,-8.686607,6.991835,11.424014,6.1236267,-4.1785502,6.646387,11.457106,6.5782423,-6.790472,5.8954115
526,03 Looking Out for You.mp4,rock,0.29772976,0.074366845,0.10735015,0.034656633,0.10042430998646558,0.044745836347941624,16.904352,16.75783,2055.127634818631,553.3548772453012,2139.252172643019,292.9564928853824,-114.80244,40.68519,97.88028,23.12497,-11.938646,15.32826,57.554047,14.254117,-13.025667,12.722465,12.79544,10.196314,-4.661575,8.0762615,9.906429,7.667702,-4.5567446,8.048601,14.354031,8.824631,-4.357118,6.106946,7.0693526,6.644302,-3.0654593,6.368705
527,03 Riptide.mp4,rock,0.6240053,0.25161096,0.23392628,0.10924467,0.09196605520108275,0.05097968095648799,43.6443,58.216503,2066.2785149423557,722.0810186116674,2310.592562670007,463.72277486788016,-49.682663,86.8283,100.895546,24.331879,-2.852325,16.069843,24.271433,12.748315,-4.4392214,12.079329,12.54456,10.7016,-3.6098673,9.570023,7.394486,11.496854,-14.236113,9.905177,8.478086,10.170984,-3.9379063,6.763541,5.493468,8.99475,-4.6012526,6.71054
528,03 Stick Season.mp4,rock,0.6586612,0.20274399,0.24780864,0.09774827,0.10022114269141531,0.06068447342756769,34.15616,46.103485,2205.5406456368405,817.8602569425135,2437.9549999882815,461.4700091609302,-39.930958,33.74191,94.541954,26.513775,-0.24978027,19.14956,23.057693,13.544486,4.723926,13.043034,5.916032,9.889665,-4.6483665,9.915357,9.217397,9.166276,-10.691804,10.123431,1.9012539,8.970012,-10.785928,7.9319143,7.082475,7.0949106,-7.7009506,8.138796
529,03 Sex on Fire.mp4,rock,0.73426044,0.1928055,0.27591488,0.088894896,0.09640174859822119,0.03468872725310092,20.826897,24.600206,2370.7467865479484,382.2051087262623,2544.0080311605593,183.79783378434703,-4.679407,40.88968,83.31321,12.704254,-2.6037138,10.212854,38.63072,8.380477,-2.1088471,9.617767,19.141464,6.881182,-0.13140109,7.8513594,14.7184725,6.7177997,-4.3484564,6.4793625,15.192418,6.3368816,-2.2010372,5.9666734,12.880371,6.5106735,-2.2479873,7.0777392
530,03 She Likes It (feat. Jake Scott).mp4,rock,0.60007584,0.21931219,0.30555248,0.13443759,0.033334541763341066,0.03731442627635009,10006.278,85394.7,1117.3268578954182,757.4087436229079,1624.9456113574618,716.14748688223,-145.63382,75.045044,134.0846,45.65049,9.120203,25.759014,26.868553,18.758453,14.001139,23.639702,16.810501,12.869492,-0.09487951,17.26813,7.8275933,11.444087,3.1676686,11.774544,7.9246907,10.8565855,0.6316982,11.419457,8.532143,11.288466,0.74232215,10.458395
531,"03 Sugar, We're Goin Down.mp4",rock,0.71046656,0.16404483,0.26779556,0.07399884,0.10435472858662026,0.050062848882807244,,,2359.8274317893406,672.3689132359597,2514.8744742199656,385.7305146917023,-14.275856,46.187668,85.537224,22.079826,2.863987,15.272291,39.635044,12.542419,-1.1525183,10.059192,24.0547,8.066884,-3.1513224,7.153987,12.804356,7.0640726,1.7063366,7.2565417,12.210369,6.0020614,-6.380527,6.452865,11.059043,6.6246223,-4.2964535,5.756195
532,03 She Had Me At Heads Carolina.mp4,rock,0.7870648,0.14958611,0.29184982,0.08287884,0.12486480689288476,0.05881826545189609,,,2397.026565061589,699.1744475449136,2422.5260751469614,400.1415823616101,9.733787,34.24868,89.19016,24.003,-11.87677,19.111126,27.57083,14.868012,-1.9725233,10.876054,4.8754435,12.708119,-2.3607018,8.35048,11.524754,8.248452,-9.577336,10.320082,13.871314,8.79546,-7.7595587,7.6125712,5.76913,7.821587,-4.03057,8.025527
533,03 Mr. Brightside.mp4,rock,0.7049441,0.11295933,0.27674058,0.06318106,0.10513643174787317,0.03255085528873511,14.641338,14.669726,2245.4791120479435,458.6187814236852,2402.430877340502,308.9245956593238,7.1623497,29.49372,94.5801,18.073019,-9.860133,16.284674,35.596214,9.026951,1.405065,10.486086,10.909648,7.837193,-9.473918,7.8682637,11.365339,6.760456,-5.31776,6.997995,10.307059,6.697597,-5.26842,6.022594,11.495314,5.9882703,-5.183224,7.632008
534,03 Pompeii.mp4,rock,0.63138914,0.20775318,0.24369204,0.09352641,0.0878792959686775,0.047589644668988684,73.165886,360.01907,2099.690651297683,593.2472691896511,2323.987262513614,370.4614056327689,-36.20852,63.16923,94.394554,20.111553,-12.87679,17.043736,29.538275,16.700298,2.9007905,15.718206,14.484999,12.087149,1.6218569,9.719091,13.7251215,9.251208,-9.683756,9.770238,11.0957155,9.093212,0.20663908,9.539663,10.7555485,7.553919,2.8643627,7.7621264
535,03 Seven Nation Army.mp4,rock,0.36953208,0.16681804,0.15024465,0.06741802,0.07257075357695282,0.07390208276264752,1611.2644,4406.985,1711.0420550443887,998.0091031982212,2063.7404155838167,504.94376314140936,-177.34482,89.53776,88.690895,36.475914,22.815884,25.238586,67.340836,21.984207,-2.5344648,17.007269,25.170269,12.999683,11.401946,11.358676,21.376738,9.220612,0.57742834,9.154146,9.983362,11.035568,2.846311,9.497985,11.480126,7.652419,0.6879092,8.268
536,03 Sweater Weather.mp4,rock,0.714623,0.14810604,0.28152227,0.07601675,0.08072614559164733,0.029686627630558023,41.557266,64.39083,1500.5008476023693,481.8376220089308,1656.7733402994827,446.51612785512634,-30.562252,41.4377,146.24527,30.761944,-35.854763,20.939405,29.40987,13.911761,-5.5851526,10.480464,0.7553804,11.294438,-5.558343,9.5019865,10.072237,9.0721445,-3.5985868,8.710275,9.864574,7.3122396,-4.4111457,7.634097,7.249793,6.9849453,1.0617527,7.4214354
537,03 Out of My League.mp4,rock,0.23816107,0.04762929,0.08906174,0.023448998,0.08931128552784223,0.03521603955564148,103.24079,247.60022,1793.7126176546699,430.898256837575,2033.731439726162,328.9291847797302,-131.4564,58.3279,116.72544,18.622963,-16.227621,23.835495,30.857134,15.220348,-4.7177463,10.219374,11.316701,8.6242,-5.2667894,10.727845,5.0042596,6.9336257,-10.5114975,9.474502,11.848991,8.72301,-3.035219,10.988958,11.643742,7.0929394,-2.3283575,6.9311686
538,03 Stressed Out.mp4,rock,0.6797908,0.2048883,0.27687892,0.113139234,0.0891066076952823,0.0893435241079886,157393.45,1990305.6,2172.2722852120655,1184.5753142842223,2425.0046182401607,702.8416373476346,-70.16379,76.296906,92.06041,45.66184,19.911062,23.634466,31.035751,16.48606,2.752008,16.236008,12.661273,17.089712,3.1784866,14.484212,11.819887,14.464111,-2.2113953,15.291889,14.411023,11.392266,-9.996715,11.079525,10.887796,11.128646,-6.8989444,10.570405
539,03 Pumped Up Kicks.mp4,rock,0.47572368,0.19196846,0.16810352,0.07251694,0.08644201952822893,0.04270729148003463,98.94668,285.1336,1497.9055973845045,440.2946243794483,1625.924042129595,446.7288132890377,-118.668816,69.50021,134.42938,27.43271,-38.08056,30.167372,31.52599,22.15996,20.10206,21.690794,19.781023,15.153637,-6.1822805,11.964519,14.10998,11.51941,-1.3892614,9.993724,5.4427886,9.653786,-3.2329378,9.9319515,4.446981,8.562868,-0.49381113,9.856915
540,03 Softcore.mp4,rock,0.732092,0.122418225,0.31487697,0.073985256,0.058415506573859244,0.02578390539077768,94.23936,135.2838,1664.1696054595454,533.2869145730872,2147.12773787344,422.7283556157858,-38.070114,42.197266,119.75162,30.159393,0.88298774,22.33477,15.606182,18.37881,-0.9879948,11.169896,19.838156,11.919788,-4.1127033,9.0831,11.333986,8.47266,-8.238571,8.692441,11.469753,9.650746,-8.446105,7.6795273,12.8476715,7.810601,0.94326544,8.791129
541,03 Shut Up and Dance.mp4,rock,0.80856466,0.10231777,0.3175525,0.0729124,0.11311735668020108,0.04960859490823828,13.642886,12.199999,2544.364537105562,522.8898938022917,2556.5295520250156,233.65416059069233,24.961544,20.133879,78.069336,16.030441,-10.373361,9.88278,37.671432,9.726226,1.1211433,7.758397,18.692282,6.4277997,-1.6706958,7.099841,10.489673,6.448948,-5.6608634,6.3411865,12.468836,7.5718117,-5.660335,6.328463,11.534087,5.540664,-3.938214,5.557554
542,03 The Middle.mp4,rock,0.7471511,0.2459395,0.30499744,0.13813016,0.09822119102861562,0.053325606050730306,71.13369,476.28714,2187.913026020091,661.7376920912201,2377.012259553817,373.1077003379036,-29.724405,63.997723,88.43331,24.649137,-6.0018187,21.623022,26.399277,19.739851,-7.015566,15.040506,12.56802,14.974502,-0.022630624,12.104903,8.154411,11.887104,2.6177363,12.6345825,9.345107,10.663815,-7.6381326,9.328719,6.789586,11.07285,-7.923215,9.833501
543,03 You Get Me So High.mp4,rock,0.6106352,0.19858116,0.24856433,0.10646738,0.06695381984725444,0.030651025379119165,206.71771,416.99475,1435.1807695795496,507.9278089710517,1691.3238443809341,506.00503031716795,-91.15237,52.522366,134.3033,36.383347,-21.886751,25.00419,10.596802,15.952597,-24.257103,20.018377,-3.8375983,14.4742985,-11.9617815,11.252001,-2.6842923,14.153167,-6.7483473,10.805088,-0.7802961,16.15276,-12.563851,11.702871,-3.6276133,15.1795,-8.077019,9.893012
544,04 Bang!.mp4,rock,0.5742581,0.2789219,0.21850109,0.13827027,0.11046938442575406,0.10663189498998565,48.061455,131.66719,2378.0806250767896,1062.3061893534805,2461.8010552013584,486.53067212026,-77.729126,94.52627,82.14119,39.899853,-5.2750826,21.851734,20.378548,15.135277,9.3441725,13.5534525,5.3746343,16.317661,-6.0750036,11.673549,12.508855,11.583149,-7.5203576,11.855115,14.087487,11.374118,-8.31224,10.491788,9.911272,9.6991205,-5.028651,9.591002
545,04 505.mp4,rock,0.40112144,0.12631534,0.15116782,0.04645346,0.05603792053364269,0.029028958259408787,228.61829,765.5372,1495.9125474475713,651.7740277992257,1895.2970707002798,530.1006091191988,-137.32811,53.84719,113.34728,33.023693,-2.5844376,25.820084,61.48235,11.835229,12.932225,8.880717,27.363049,9.220276,-8.015862,7.3001184,5.704128,6.097016,-5.9304605,6.6956534,1.4187335,6.6360483,-5.787157,7.0335126,1.7352381,7.0502996,-2.2522757,6.0185547
546,03 Tongue Tied.mp4,rock,0.44664478,0.1111776,0.17671904,0.057219412,0.09118435203982986,0.04300216041454337,39.251408,59.780807,2170.934187722445,547.9604860356094,2393.622207881359,321.97481585906036,-52.417427,43.73841,95.66674,19.643013,-9.9136915,14.229827,27.446533,11.746081,-4.705928,9.167546,16.640419,9.0428295,-0.8312819,7.1361294,18.20582,6.2836,-2.5687466,6.096955,15.332179,6.5162144,-2.35625,5.532392,10.361313,6.5258255,-3.3538635,6.2276387
547,03 Thunder.mp4,rock,0.8285571,0.08258884,0.38831624,0.0649333,0.04175654364849188,0.02709990742714046,116.74669,155.54985,1378.6518429180376,478.0152679792486,1733.885803455844,362.4448610731431,-41.863167,46.691452,134.02405,29.962671,-32.44006,13.079286,25.885344,10.820378,4.489254,9.993147,10.0698185,10.630797,-0.58835727,8.433098,10.121568,7.512132,-2.995636,7.558154,18.88811,7.8944197,10.818873,8.802489,15.494384,10.826883,5.641479,8.097935
548,04 Alien Blues.mp4,rock,0.41805992,0.20937586,0.16274524,0.08763878,0.06311327822892498,0.03487240353926202,104.90202,174.37094,1434.1695431688945,504.5062086685934,1706.4323212689894,443.8527170118265,-128.84756,82.54005,131.88763,30.311657,-27.481094,19.349455,34.043438,14.965445,2.5182211,12.407487,7.4281273,10.862873,1.1720876,10.4556675,4.767511,8.913478,-0.28261483,9.3334055,11.294931,7.8678026,-1.3637213,7.4471316,5.9657245,7.4107985,-4.8407216,7.0545583
549,04 Believer.mp4,rock,0.82314044,0.17005703,0.3219041,0.085614555,0.09364275183681361,0.04743231976768502,32.300083,133.88216,2097.039551565375,621.8839563073046,2192.6946301904472,335.5630145787669,-1.4053006,60.528385,93.61834,25.545204,-26.07053,17.221672,30.385067,12.146406,6.3626995,11.150205,15.547501,10.085792,-9.634986,10.216123,16.832558,10.047468,-3.4415116,9.310362,10.118566,9.648632,-1.0207481,8.253112,8.083587,8.349787,1.1941262,8.918513
550,04 Chicken Fried.mp4,rock,0.5817067,0.17469329,0.20471284,0.06723864,0.10353224091260634,0.039646690164688546,23.54499,66.412766,1936.8881852291747,487.26836626143756,2147.3238547562173,310.62555268701334,-56.01154,46.807026,100.99019,21.757599,-3.623781,13.841502,52.016563,13.432054,-4.063628,9.599511,12.933227,7.4445944,-3.0219042,7.927973,6.3051987,7.7688293,-8.082926,10.764147,4.764629,7.8499227,-8.334817,6.9918985,7.188911,7.535305,-6.839065,7.95993
551,04 Brazil.mp4,rock,0.29329112,0.102509774,0.10597307,0.03924723,0.09045702822892498,0.038748957525821595,51.906975,169.58849,1778.5753575777333,590.5346586050244,1939.6236865460482,506.49285089380857,-143.19322,68.63335,114.791595,29.216528,-27.707073,29.618038,38.906723,15.685591,0.42168778,11.241396,4.388958,14.857725,4.122815,13.326715,11.4061165,15.178452,3.9165025,12.889937,19.933603,9.279987,-6.440536,9.551774,4.4355936,9.591901,-6.200567,9.3612995
552,04 Best Day Of My Life.mp4,rock,0.35350552,0.07451088,0.14219867,0.034147464,0.09249851967324052,0.04543964502201495,40.742863,56.502113,2155.9589239493744,670.5596926845992,2403.5266278718696,409.1496199033767,-88.29133,53.594788,96.30132,26.253681,-1.3341309,23.805143,21.695007,15.694504,-7.935093,16.28941,16.655704,10.594169,-7.7817545,10.335159,10.821059,8.358997,-11.1151705,9.3018675,11.009971,9.870511,-2.6033173,10.237596,13.634885,9.689799,-7.0722246,9.00639
553,04 Counting Stars.mp4,rock,0.65609854,0.23632029,0.25825873,0.10419099,0.08018084155065738,0.04444795353133475,65.38481,108.67887,1954.1987035623133,686.3462325140299,2289.23772492283,418.8482231334757,-45.34977,64.039825,102.58601,27.608664,-0.8266535,17.179604,33.213486,12.943893,-4.080492,11.822927,16.83363,12.852657,-0.41565207,9.5168,6.3586626,10.914996,-15.820455,11.33041,12.435008,9.965762,-8.608422,9.140823,7.971892,9.007587,-9.211548,7.4973297
554,04 Cigarette Daydreams.mp4,rock,0.95007306,0.0868552,0.38298666,0.083110444,0.08667615284222738,0.04043691098082546,38.064266,28.811794,1935.1949758999722,604.1359392023849,2267.926917151056,406.41186295495373,13.364849,33.356426,109.908005,23.002834,-5.2513785,13.578645,26.51432,12.5073595,2.2249253,9.582082,16.223364,7.435841,-12.006796,8.013161,13.726278,7.110479,-3.0906985,7.966164,14.300518,7.7653294,-4.619886,7.926103,8.633475,6.4096875,-6.6233325,6.927241
555,04 Crazy Train.mp4,rock,0.72214437,0.1417685,0.2506597,0.055376556,0.1472706097737819,0.052218018699741325,7.8421383,8.758902,2557.4848131537638,423.27837764020757,2420.2892686453733,210.43785556195093,-3.0107486,28.092487,79.39552,17.635813,-0.20864044,12.931337,55.9862,10.525759,-14.188718,8.934234,4.1783075,9.208395,-9.660366,6.8130345,11.023066,8.182811,-3.1972663,7.9108987,9.745237,6.6537075,-9.537821,7.7449718,17.892715,7.4496,-10.084593,7.6518703
556,04 Classic.mp4,rock,0.6451359,0.21476068,0.23836188,0.1121839,0.12950517812258314,0.0710843372093459,26.452896,125.36922,2623.4149093238866,756.9562864051486,2567.7523821594614,378.71929657844623,-21.093754,54.288254,80.129715,23.706388,-7.7856555,21.5059,22.036037,16.265968,-4.045531,13.325841,15.2916155,13.165697,-10.805317,12.693388,10.660634,11.782099,-8.687109,10.915952,9.935143,9.765491,-8.32792,9.450503,7.943786,8.855427,-4.5462356,7.9814653
557,04 Last Night Lonely.mp4,rock,0.79860646,0.15572733,0.29070118,0.08852543,0.13277322602474864,0.049423632505672874,9.336413,10.756045,2636.8195105496065,559.5888712433465,2583.39154347529,257.89308754758054,12.423589,43.109924,74.60702,19.52076,-6.387566,14.410143,35.319126,12.927265,-0.36763614,12.62179,13.727463,9.520796,-4.7950177,9.728925,11.435541,8.2299595,-3.671326,7.6554327,10.341465,9.857471,-11.055982,7.4631968,11.937742,7.8686166,-7.91265,8.473494
558,04 Fancy Like.mp4,rock,0.681957,0.22428626,0.22077933,0.09463922,0.11626002996906419,0.09452639451309643,32.179157,67.871025,2350.3513556188595,962.3953616465691,2349.973539751716,426.2489392855614,-46.87726,46.438835,85.96699,34.701145,-15.473275,24.63746,20.498066,19.003998,4.0049706,14.301124,5.0121098,13.925869,-17.055685,14.092256,6.58393,11.1519165,-10.972262,11.650725,4.211092,12.088598,-10.021489,9.256483,3.9575493,8.709638,-12.060708,8.589327
559,04 Demons.mp4,rock,0.8297758,0.16363496,0.37123537,0.14133523,0.09501129882057231,0.05680787245415826,31.051243,54.52232,1935.08244743746,684.4886848684696,2071.532754569186,426.36909638013765,1.4338354,46.518364,108.888985,34.53207,-21.913958,19.895329,26.61456,15.410705,-1.1166058,14.187114,9.506655,8.806411,-8.318552,10.32567,18.3378,9.945151,-7.9600334,8.725918,5.27489,7.505359,0.33942378,7.383938,11.069501,8.917228,-3.0672677,8.268924
560,04 Daddy Issues.mp4,rock,0.66226923,0.15802,0.2770981,0.07899923,0.04756607091067285,0.030538479002549468,171.25356,264.4392,1339.723541813544,606.1024754875726,1775.4412142324707,500.2280778299983,-82.401794,58.42279,132.94118,35.7722,-2.8486116,15.045177,41.835793,16.510927,-5.4480224,11.9829035,11.383381,12.056807,-4.3889112,11.023954,14.457396,9.976062,6.2862716,8.859609,9.107508,11.76789,1.344889,9.334665,4.220509,10.532033,-5.9110346,7.4009566
561,04 Electric Love.mp4,rock,0.6702488,0.17021906,0.2495523,0.08532895,0.09277419276875483,0.040963937436865196,40.221012,78.78557,1814.0547725147621,587.6826944064657,1996.4423095730676,514.0575375964804,-33.035553,49.369804,122.4352,36.163807,-27.747179,21.423391,19.799852,11.129673,2.6475954,8.814046,17.83018,9.254379,-1.9894302,8.5708,11.841363,7.256204,4.602412,9.712397,12.860412,7.510798,1.2980727,8.928698,6.8292866,6.9503574,-6.4857006,8.1832905
562,04 Out of My League.mp4,rock,0.23748945,0.060506936,0.089494824,0.02890825,0.08839967614075793,0.04590651708081417,,,1825.9410180542604,571.0700922869096,2066.486695655752,355.9452798072478,-133.34154,71.97334,115.19199,23.690464,-12.269614,21.889296,32.746227,11.273399,-5.4933763,8.910346,13.770481,7.752022,-5.918824,9.369541,5.6400886,6.8876905,-10.357151,7.940504,10.268425,7.56927,-3.9035032,9.85829,11.706655,6.585825,-2.8480296,6.48632
563,04 Drunk (And I Don't Wanna Go Home).mp4,rock,0.8409898,0.11600923,0.32450202,0.07168215,0.08888682448762568,0.03266060235705334,24.176117,23.432064,1953.6234448894354,491.7224120146721,2183.422981811294,339.1197937049644,7.58515,35.1091,105.3787,24.132053,-15.92493,12.304045,36.33562,11.032427,0.30299744,7.2655525,17.62679,7.217661,-0.9125642,6.2474885,9.961822,6.8102846,-2.4010673,7.1792703,10.773697,6.7016897,-4.2839003,6.6851907,12.567554,6.134207,-5.6975904,6.4224453
564,04 House of Memories.mp4,rock,0.6965072,0.1623006,0.2647594,0.070046395,0.0793545775328693,0.033840215347631736,50.695797,72.247185,1875.7640323760893,528.5327358122973,2159.1091079781354,359.06414588359297,-34.87685,43.215748,106.77299,23.07982,-13.771767,13.921757,28.27803,10.586947,-5.2636123,9.75226,22.516235,8.306303,-0.62054116,8.808976,15.892954,7.458595,1.4376757,8.007697,13.525249,7.4729533,-1.4149458,7.363109,9.449802,7.463937,-5.0358105,6.6424356
565,04 Kilby Girl.mp4,rock,0.57324797,0.21628806,0.20870765,0.082585625,0.08453874226604795,0.041317532439307386,60.797413,180.62347,1866.606005814819,501.7253195704524,2089.5971455553354,311.42844652908104,-69.78205,101.66662,98.41256,24.100359,-18.624296,15.04084,50.0145,15.440343,12.028749,11.446028,12.602818,9.335326,-2.4686217,9.848952,7.026988,7.360057,-3.7935374,9.311998,5.476443,8.591319,-8.4052305,6.979243,9.184923,8.627051,-6.7054996,6.583623
566,04 I Ain't Worried.mp4,rock,0.65021044,0.28926745,0.25727898,0.13174838,0.09768732597454256,0.08347011345142871,,,2059.656894792227,891.8483996112392,2212.720576687297,502.53523453866705,-72.932785,144.25012,90.43826,37.767742,-12.869252,20.443684,20.635603,15.392331,-1.5862399,11.391647,19.809837,11.716397,-4.3281617,10.384559,12.457415,10.180948,-5.7912908,9.587836,10.850504,10.332147,-3.5474744,7.827197,5.036845,8.514547,-6.420243,9.056806
567,04 Enemy (with JID) - from the series Arcane League of Legends.mp4,rock,0.6129491,0.21921034,0.23675965,0.10879351,0.09326134111562258,0.06936103899286614,336.91617,3269.286,2161.718621151798,942.2142040741521,2324.8385212899198,462.804741385341,-51.98519,70.03318,94.33766,36.44194,-1.5128694,23.591288,30.228653,19.963293,4.352,19.969725,9.164327,15.466893,-9.649092,13.906465,10.882789,11.131354,-9.665056,12.13438,8.583844,11.521526,-5.665094,10.4304,6.152985,9.32364,-4.7486486,7.9946003
568,04 Island In The Sun.mp4,rock,0.4295438,0.08786125,0.16123897,0.039158076,0.0888671875,0.029906824841599487,17.873747,19.028704,1867.6018021563277,460.30478094783825,2053.8762774484753,377.7466908438206,-71.20582,36.275158,109.513145,21.253286,-24.873549,20.090218,46.218887,14.381785,7.833856,9.279616,14.636968,7.7040253,-0.6798716,7.968355,8.910834,6.96699,-3.7166579,9.14501,9.257186,9.118048,-4.0990567,6.110529,8.175326,6.0797377,-2.645117,6.264001
569,04 Little Dark Age.mp4,rock,0.6871769,0.20411468,0.27063024,0.101047374,0.07808421548723898,0.04213790130373469,,,1742.5686625956027,615.2602473086024,2014.852078215358,418.05778888533786,-37.210865,61.48789,117.121994,27.98763,-11.422573,18.867159,39.5181,12.120978,-5.4986057,13.6938305,15.018,12.701785,-3.980249,9.306713,13.1150875,9.241096,-6.022985,7.6826105,17.114674,8.168694,-7.6603255,7.046242,8.425714,7.1864185,-3.1070933,6.939987
570,04 Mr. Brightside.mp4,rock,0.7309451,0.0859435,0.29007524,0.053769298,0.10935007613109049,0.0312136570222161,11.91486,9.0148735,2364.0516918139074,402.41737472526745,2487.5771554437533,273.20028790378,20.753632,20.096098,90.94578,16.186613,-7.578425,11.411075,37.85915,8.735172,1.635276,7.4994264,13.486087,6.48397,-8.072013,6.491543,12.476699,5.2056937,-5.530146,5.539208,10.55529,5.2765365,-5.1158843,5.0532146,9.026135,5.078331,-6.4168134,4.9330854
571,04 Everybody Talks.mp4,rock,0.64693683,0.26273683,0.23500948,0.105341226,0.1393682327919567,0.07262724183375588,11.854935,22.88882,2554.9983473359794,714.6596645637517,2371.3670606148808,331.2597616860264,-16.117903,74.6005,78.814095,25.163181,-23.563772,17.669691,28.77905,12.518877,-0.8663265,10.568805,5.082745,11.457888,-12.027852,11.1051235,12.674428,9.510563,-4.533235,8.827858,11.969673,13.099028,-5.8047047,8.740982,6.283325,7.6223426,-9.7505245,7.1638074
572,04 I Write Sins Not Tragedies.mp4,rock,0.8464788,0.20573787,0.32164517,0.112334475,0.12202801744972931,0.039704727333274986,12.118564,13.922723,2511.7934672532415,427.89923522207,2480.9839871108893,236.2108646120292,21.693504,47.17039,77.79888,23.342213,-15.430088,14.4139595,31.185173,10.219351,-3.037083,10.272655,14.0874605,9.357332,-7.458794,10.930045,5.735692,9.605952,-5.9511085,8.639787,9.200934,7.379633,-4.4949903,8.32074,8.38157,7.5294566,-10.261365,7.1709676
573,04 Seven Nation Army.mp4,rock,0.50304073,0.118965596,0.17217343,0.050381973,0.1645481378093581,0.05364894387246539,4.355965,6.127441,2806.5110282330425,491.27567068679576,2466.547862313682,242.00815937906893,-41.88809,25.221508,58.813915,19.058578,-12.781185,13.591219,58.423687,12.740269,3.2443998,9.82317,16.290424,7.2690544,-7.1901836,8.080088,20.840557,7.396523,-3.4365265,8.219846,2.568408,7.9314413,-14.061686,8.250359,16.58871,7.312375,-3.4173412,8.228816
